krs17;krs17name;fl17;bev17;bevM17;bevF17;kbez;kbez;ksitz;kslk;kslkname;kreg17;kreg17name;st_kreg ;st_kreg_name ;kslk_kreg;kslk_kreg_name;ktyp4;ktyp4_name;slraum;slraum_name;raumt2010lage_kreis;raumt2010lage_kreis_name;ROR11;ROR11name;rtyp3;rtyp3name;AAG;AAGname;IAB_Typ;IAB_Typ_name;amr16;amr16name;foerd1420;amr_styp3;RBZ;RBZname;NUTS2;NUTS2name;grenzreg_v1;grenzreg_v2;metropolen_IKM_2015_a;metropolen_IKM_2015_b;land;land_name;kv;kv_name;WO;WO_name
3401;Delmenhorst, Stadt;62,45;77521;38383;39138;41;Kreisfreie Stadt;Delmenhorst;1;Kreisfreie Stadt;3251000;Diepholz/Delmenhorst;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;302;Bremen-Umland;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;42;Bremen;D;1;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3402;Emden, Stadt;112,34;50607;25339;25268;41;Kreisfreie Stadt;Emden/Ostfriesland;1;Kreisfreie Stadt;3452000;Aurich/Emden;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;224;AA Emden - Leer;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;31;Emden;D;2;30;Niedersachsen;DE94;Weser-Ems;2;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3403;Oldenburg (Oldenburg), Stadt;103,09;167081;79833;87248;41;Kreisfreie Stadt;Oldenburg/Oldenburg;1;Kreisfreie Stadt;3403000;Oldenburg (Oldenburg), Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;310;Oldenburg;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;33;Oldenburg;D;1;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3404;Osnabrück, Stadt;119,8;164374;79505;84869;41;Kreisfreie Stadt;Osnabrück;1;Kreisfreie Stadt;3404000;Osnabrück, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;311;Osnabrück;2;Region mit Verstädterungsansätzen;264;AA Osnabrück;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;34;Osnabrück;N;1;30;Niedersachsen;DE94;Weser-Ems;0;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3405;Wilhelmshaven, Stadt;107,07;76316;37572;38744;41;Kreisfreie Stadt;Wilhelmshaven;1;Kreisfreie Stadt;3455000;Friesland/Wilhelmshaven;1;zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;35;Wilhelmshaven;C;1;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3451;Ammerland;730,56;123377;60385;62992;44;Landkreis;Westerstede;2;Landkreis;3451000;Ammerland;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;310;Oldenburg;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;32;Westerstede;N;1;30;Niedersachsen;DE94;Weser-Ems;0;3;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3452;Aurich;1287,34;189949;93703;96246;44;Landkreis;Aurich;2;Landkreis;3452000;Aurich/Emden;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;224;AA Emden - Leer;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;31;Emden;D;2;30;Niedersachsen;DE94;Weser-Ems;2;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3453;Cloppenburg;1420,42;167925;84931;82994;44;Landkreis;Cloppenburg;2;Landkreis;3453000;Cloppenburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;310;Oldenburg;2;Region mit Verstädterungsansätzen;274;AA Vechta;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;36;Cloppenburg;N;2;30;Niedersachsen;DE94;Weser-Ems;0;3;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3454;Emsland;2883,67;323636;164534;159102;44;Landkreis;Meppen;2;Landkreis;3454000;Emsland;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;304;Emsland;3;Ländliche Region;257;AA Nordhorn;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;37;Lingen;N;3;30;Niedersachsen;DE94;Weser-Ems;2;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3455;Friesland;609,54;98509;48109;50400;44;Landkreis;Jever;2;Landkreis;3455000;Friesland/Wilhelmshaven;1;zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;35;Wilhelmshaven;C;1;30;Niedersachsen;DE94;Weser-Ems;0;3;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3456;Grafschaft Bentheim;981,81;135859;67945;67914;44;Landkreis;Nordhorn;2;Landkreis;3456000;Grafschaft Bentheim;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;304;Emsland;3;Ländliche Region;257;AA Nordhorn;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;38;Nordhorn;N;3;30;Niedersachsen;DE94;Weser-Ems;2;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3457;Leer;1085,69;168946;84297;84649;44;Landkreis;Leer/Ostfriesland;2;Landkreis;3457000;Leer;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;224;AA Emden - Leer;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;39;Leer;D;2;30;Niedersachsen;DE94;Weser-Ems;2;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3458;Oldenburg;1064,83;129924;64502;65422;44;Landkreis;Wildeshausen;2;Landkreis;3458000;Oldenburg (Oldenburg);0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;310;Oldenburg;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;33;Oldenburg;D;1;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3459;Osnabrück;2121,81;356140;176869;179271;44;Landkreis;Osnabrück;2;Landkreis;3459000;Osnabrück;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;311;Osnabrück;2;Region mit Verstädterungsansätzen;264;AA Osnabrück;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;34;Osnabrück;N;1;30;Niedersachsen;DE94;Weser-Ems;0;3;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3460;Vechta;814,2;140540;71135;69405;44;Landkreis;Vechta;2;Landkreis;3460000;Vechta;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;311;Osnabrück;2;Region mit Verstädterungsansätzen;274;AA Vechta;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;40;Vechta;N;2;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3461;Wesermarsch;824,76;89022;44632;44390;44;Landkreis;Brake/Unterweser;2;Landkreis;3461000;Wesermarsch;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;303;Bremerhaven;2;Region mit Verstädterungsansätzen;261;AA Oldenburg - Wilhelmshaven;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;41;Nordenham;N;3;30;Niedersachsen;DE94;Weser-Ems;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
3462;Wittmund;656,83;56731;27884;28847;44;Landkreis;Wittmund;2;Landkreis;3462000;Wittmund;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;312;Ost-Friesland;2;Region mit Verstädterungsansätzen;224;AA Emden - Leer;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;35;Wilhelmshaven;C;1;30;Niedersachsen;DE94;Weser-Ems;0;3;;;3;Niedersachsen;17;Niedersachsen;1;Westdeutschland
4011;Bremen, Stadt;326,18;568006;280484;287522;41;Kreisfreie Stadt;Bremen;1;Kreisfreie Stadt;4011000;Bremen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;401;Bremen;1;Städtische Region;214;AA Bremen - Bremerhaven;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;42;Bremen;C/D;1;40;Bremen;DE50;Bremen;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;4;Bremen;3;Bremen;1;Westdeutschland
4012;Bremerhaven, Stadt;93,66;113026;56181;56845;41;Kreisfreie Stadt;Bremerhaven;1;Kreisfreie Stadt;4012000;Bremerhaven, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;303;Bremerhaven;2;Region mit Verstädterungsansätzen;214;AA Bremen - Bremerhaven;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;43;Bremerhaven;C;2;40;Bremen;DE50;Bremen;0;0;;Metropolregion Bremen/Oldenburg im Nordwesten;4;Bremen;3;Bremen;1;Westdeutschland
5111;Düsseldorf, Stadt;217,41;617280;298330;318950;41;Kreisfreie Stadt;Düsseldorf;1;Kreisfreie Stadt;5111000;Düsseldorf, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;337;AA Düsseldorf;2;IIa-Großstädtische Bezirke mit erhöhter Arbeitslosigkeit;45;Düsseldorf;N;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5112;Duisburg, Stadt;232,8;498110;246183;251927;41;Kreisfreie Stadt;Duisburg;1;Kreisfreie Stadt;5112000;Duisburg, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;341;AA Duisburg;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;46;Duisburg;D/N;1;51;Düsseldorf;DEA1;Düsseldorf;0;3;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5113;Essen, Stadt;210,34;583393;283206;300187;41;Kreisfreie Stadt;Essen;1;Kreisfreie Stadt;5113000;Essen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;343;AA Essen;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;47;Essen;D/N;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5114;Krefeld, Stadt;137,77;226699;110467;116232;41;Kreisfreie Stadt;Krefeld;1;Kreisfreie Stadt;5114000;Krefeld, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;361;AA Krefeld;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;48;Krefeld;D;1;51;Düsseldorf;DEA1;Düsseldorf;2;3;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5116;Mönchengladbach, Stadt;170,47;262188;128925;133263;41;Kreisfreie Stadt;Mönchengladbach;1;Kreisfreie Stadt;5116000;Mönchengladbach, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;365;AA Mönchengladbach;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;50;Mönchengladbach;C;1;51;Düsseldorf;DEA1;Düsseldorf;2;3;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5117;Mülheim an der Ruhr, Stadt;91,28;171265;82616;88649;41;Kreisfreie Stadt;Mülheim an der Ruhr;1;Kreisfreie Stadt;5117000;Mülheim an der Ruhr, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;371;AA Oberhausen;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;47;Essen;D/N;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5119;Oberhausen, Stadt;77,09;211422;103851;107571;41;Kreisfreie Stadt;Oberhausen;1;Kreisfreie Stadt;5119000;Oberhausen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;371;AA Oberhausen;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;46;Duisburg;D;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5120;Remscheid, Stadt;74,52;110584;54482;56102;41;Kreisfreie Stadt;Remscheid;1;Kreisfreie Stadt;5120000;Remscheid, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;391;AA Solingen - Wuppertal;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;54;Remscheid;D;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5122;Solingen, Stadt;89,54;158803;77157;81646;41;Kreisfreie Stadt;Solingen;1;Kreisfreie Stadt;5122000;Solingen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;391;AA Solingen - Wuppertal;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;52;Wuppertal;D;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5124;Wuppertal, Stadt;168,39;353590;173025;180565;41;Kreisfreie Stadt;Wuppertal;1;Kreisfreie Stadt;5124000;Wuppertal, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;391;AA Solingen - Wuppertal;3;IIb-Großstädtische Bezirke mit sehr hoher Arbeitslosigkeit;52;Wuppertal;D;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5154;Kleve;1233;311270;155089;156181;43;Kreis;Kleve;2;Landkreis;5154000;Kleve;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;387;AA Wesel;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;55;Kleve;N;1;51;Düsseldorf;DEA1;Düsseldorf;2;3;;;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5158;Mettmann;407,21;485409;234584;250825;43;Kreis;Mettmann;2;Landkreis;5158000;Mettmann;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;364;AA Mettmann;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;45;Düsseldorf;N;1;51;Düsseldorf;DEA1;Düsseldorf;0;0;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5162;Rhein-Kreis Neuss;576,42;449408;218320;231088;43;Kreis;Neuss;2;Landkreis;5162000;Neuss;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;365;AA Mönchengladbach;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;45;Düsseldorf;N;1;51;Düsseldorf;DEA1;Düsseldorf;0;3;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5166;Viersen;563,27;298733;145953;152780;43;Kreis;Viersen;2;Landkreis;5166000;Viersen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;508;Düsseldorf;1;Städtische Region;361;AA Krefeld;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;49;Viersen;D/N;1;51;Düsseldorf;DEA1;Düsseldorf;2;3;;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5170;Wesel;1042,81;460666;224618;236048;43;Kreis;Wesel;2;Landkreis;5170000;Wesel;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;507;Duisburg/Essen;1;Städtische Region;387;AA Wesel;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;46;Duisburg;D;1;51;Düsseldorf;DEA1;Düsseldorf;2;3;Metropole Ruhr;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5314;Bonn, Stadt;141,06;325490;155605;169885;41;Kreisfreie Stadt;Bonn;1;Kreisfreie Stadt;5314000;Bonn, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;505;Bonn;1;Städtische Region;323;AA Bonn;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;59;Bonn;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5315;Köln, Stadt;405,02;1080394;526965;553429;41;Kreisfreie Stadt;Köln;1;Kreisfreie Stadt;5315000;Köln, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;510;Köln;1;Städtische Region;357;AA Köln;2;IIa-Großstädtische Bezirke mit erhöhter Arbeitslosigkeit;57;Köln;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5316;Leverkusen, Stadt;78,87;163577;79675;83902;41;Kreisfreie Stadt;Leverkusen;1;Kreisfreie Stadt;5316000;Leverkusen, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;510;Köln;1;Städtische Region;315;AA Bergisch Gladbach;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;58;Leverkusen;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5334;Städteregion Aachen;706,84;554068;279354;274714;43;Kreis;Aachen;2;Landkreis;5334000;Städteregion Aachen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;501;Aachen;1;Städtische Region;311;AA Aachen - Düren;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;56;Aachen;D;1;53;Köln;DEA2;Köln;2;4;;;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5358;Düren;941,78;262889;130272;132617;43;Kreis;Düren;2;Landkreis;5358000;Düren;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;501;Aachen;1;Städtische Region;311;AA Aachen - Düren;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;60;Düren;N;1;53;Köln;DEA2;Köln;2;4;;;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5362;Rhein-Erft-Kreis;704,7;467209;228607;238602;43;Kreis;Bergheim;2;Landkreis;5362000;Erftkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;510;Köln;1;Städtische Region;325;AA Brühl;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;57;Köln;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5366;Euskirchen;1248,72;192127;94795;97332;43;Kreis;Euskirchen;2;Landkreis;5366000;Euskirchen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;501;Aachen;1;Städtische Region;325;AA Brühl;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;61;Euskirchen;N;1;53;Köln;DEA2;Köln;2;4;;;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5370;Heinsberg;627,99;253106;125256;127850;43;Kreis;Heinsberg;2;Landkreis;5370000;Heinsberg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;501;Aachen;1;Städtische Region;311;AA Aachen - Düren;5;IIIb-Verdichtete Bezirke mit leicht überdurchschnittlicher Arbeitslosigkeit;51;Heinsberg;D;1;53;Köln;DEA2;Köln;2;4;;;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5374;Oberbergischer Kreis;918,84;272968;134399;138569;43;Kreis;Gummersbach;2;Landkreis;5374000;Oberbergischer Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;510;Köln;1;Städtische Region;315;AA Bergisch Gladbach;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;62;Gummersbach;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5378;Rheinisch-Bergischer Kreis;437,32;283344;137455;145889;43;Kreis;Bergisch Gladbach;2;Landkreis;5378000;Rheinisch-Bergischer Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;510;Köln;1;Städtische Region;315;AA Bergisch Gladbach;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;57;Köln;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
5382;Rhein-Sieg-Kreis;1153,21;599056;293600;305456;43;Kreis;Siegburg;2;Landkreis;5382000;Rhein-Sieg-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;505;Bonn;1;Städtische Region;323;AA Bonn;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;59;Bonn;N;1;53;Köln;DEA2;Köln;0;0;Metropolregion Köln/Bonn;Europäische Metropolregion Rhein-Ruhr;5;Nordrhein-Westfalen;38;Nordrhein;1;Westdeutschland
